person_code,dr_cnt,person_name,person_pic_url,path_mean,link_cnt,person_en,d
744784,1,한국진,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile126.uf.daum.net%2Fimage%2F125149034C1B120EA88585,2.40256600966902,43,eiheeh,4
1801436,1,아스트로,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2Fcf8f4aa6e298b1e542bbe45f1642be50752e193d13856f4fc3d0d21e783a95ff,2.74191149126069,21,gdebaib,4
954648,1,고은성,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile66.uf.daum.net%2Fimage%2F2112F04255FA77C00F9E8C,2.32000743770919,31,iegefj,4
543393,3,최재섭,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F244B8543560243862B33FC,2.12718482707326,96,djddef,3
73475,2,설윤희,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile68.uf.daum.net%2Fimage%2F1762D9424FC6CE3A310862,2.14429155820007,112,fhedh,4
18466,7,김원준,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F2549BB3855AC918726204E,2.02156935663816,222,ggeib,3
1623318,6,고보결,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile128.uf.daum.net%2Fimage%2F237FBC4352CA49F412BF8C,2.08441799925623,190,ibddcgb,4
1280791,1,초아,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile169.uf.daum.net%2Fimage%2F26462A4057F362962AD295,2.57233172182968,25,bjhaicb,3
836464,1,손현호,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile29.uf.daum.net%2Fimage%2F1658CA234A238103D5635B,2.45630345853477,24,egegdi,4
914021,3,정요숙,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile70.uf.daum.net%2Fimage%2F1276145A4D9296292091AF,2.10877649683897,136,bcaebj,4
909641,4,윤민수,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F2502564C55D437B41F61C7,2.06322052807735,164,begjaj,4
18778,13,고주원,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile89.uf.daum.net%2Fimage%2F1524BE15499A252BAFAF30,1.94514689475642,413,ihhib,3
707125,4,윤이나,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F191991365090DF172C7C98,2.122164373373,106,fcbhah,4
17338,5,김옥빈,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F251DA13B5710AB682112AB,2.11621420602454,106,iddhb,4
22535,15,이민호,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile89.uf.daum.net%2Fimage%2F127E740D4990E74D87DB04,1.92934176273708,468,fdfcc,3
1558471,6,이레,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile170.uf.daum.net%2Fimage%2F233C9442594380D221FE61,2.03179620676832,192,bheiffb,4
43246,10,윤종화,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F243EA237AA9098B80D9E28,2.00223131275567,250,gecde,3
18662,4,김유리,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F19065C444EB09F182A0065,2.2182967645965,71,cggib,3
170467,1,신명철,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F155CB1023E8780CE2F3FF1,2.55950167348457,16,hgeahb,3
781828,1,정희라,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2F1f6354537274b0dca12a5bfaa2fe738eba3c7e89829e49d0d0b9bee11699085f,2.54815916697657,9,icibih,4
2090792,1,손우현,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2F11b829f639ee4d6853bf051b5b04e29e89c8afb48061a0d145f2ac8a5d6f95ba,2.27519523986612,50,cjhajac,3
21510,12,박기웅,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile122.uf.daum.net%2Fimage%2F023A4F0148E0838D359E29,1.95555968761621,387,abfbc,3
238027,1,김아랑,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile28.uf.daum.net%2Fimage%2F1349441B4A023319326C50,2.37597619933061,38,hcaidc,4
19474,5,봉태규,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fimg.search.daum-img.net%2Ftvppthumb%2F2667.gif,2.18092227593901,86,ehejb,3
912956,1,유희석,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile170.uf.daum.net%2Fimage%2F1633703450597965104323,2.2954629973968,43,gfjcbj,4
808986,7,이미윤,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2F60b809d173ec9f6d84fe83cc78e31be5c10b3206c1324052f889336cc7381379,2.04034957233172,183,gijiai,3
139369,2,쇼리,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F254CF837AA94A8E1194975,2.17701747861659,91,jgdjdb,4
2108276,3,유제이,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F24248D4858E5C27425A3A2,2.22666418743027,78,ghciabc,3
74008,3,김학준,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile66.uf.daum.net%2Fimage%2F165CB1023E778084227ED8,2.24377091855708,54,iaaeh,4
796484,1,김재빈,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile30.uf.daum.net%2Fimage%2F145929364CE22CD42BA4F8,2.24916325771662,36,eiegjh,3
510964,3,고병준,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile67.uf.daum.net%2Fimage%2F165CB1023E9681554D7D67,2.1429899590926,120,egjabf,3
63861,1,토요하라 코스케,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile70.uf.daum.net%2Fimage%2F1770E0444E645741192DCC,2.42208999628115,27,bgidg,4
1560076,1,주우,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F215B594A56396E9245AF7A,2.47750092971365,24,ghaagfb,4
19385,15,김민정,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile170.uf.daum.net%2Fimage%2F2548613B55ECE88D1C0BBA,1.988657493492,287,fidjb,3
485985,8,진세연,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile27.uf.daum.net%2Fimage%2F132723144CFD938E27FED6,1.9654146522871,350,fijfie,4
484383,1,루나,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile30.uf.daum.net%2Fimage%2F135C87464EE590121EB1A6,2.33432502789141,27,dideie,4
352964,8,이장우,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile67.uf.daum.net%2Fimage%2F227A633A5940E8F71DC8A5,2.02138341390852,194,egjcfd,3
