person_code,dr_cnt,person_name,person_pic_url,path_mean,link_cnt,person_en,d
946019,8,박보검,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile30.uf.daum.net%2Fimage%2F11725E3C504000F536B242,1.99609520267758,299,jbagej,2
120507,10,송중기,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile47.uf.daum.net%2Fimage%2F0244280248E17E5355A900,1.99107474897732,294,hafacb,2
18923,9,송혜교,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile53.uf.daum.net%2Fimage%2F0227F60248E46D57139F52,2.05615470435106,174,dcjib,2
18948,8,조인성,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2F18bfff63928fabf53e273f36f8d41fe36cd2a461773b063e86aef9939aa77b0c,2.05764224618817,147,iejib,2
637312,2,문종원,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F224C4A37AA9D475F2062A1,2.13852733358126,106,cbdhdg,0
2080169,1,우도환,http://img1.daumcdn.net/thumb/C216x216/?fname=https%3A%2F%2Fsearch1.daumcdn.net%2Fcontent%2Fsdb%2F5812FD6D0279AB0002,2.34492376348085,34,jgbaiac,2
905218,2,김엔젤라,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F2203754855D415580E346B,2.22368910375604,79,ibcfaj,2
17963,2,오산하,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile169.uf.daum.net%2Fimage%2F2553E73658DDD8BE112657,2.337114168836,29,dgjhb,2
161387,2,윤다경,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile29.uf.daum.net%2Fimage%2F163B653E4F95FFB80E8307,2.377835626627,26,hidbgb,2
1692327,1,레드벨벳,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcontentshub%2Fsdb%2Fa8373fa35c274ca280a051b8f7217681bff440013621887d07378b26b32e5454,2.44328746746002,40,hcdcjgb,2
840472,1,올리비에,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile28.uf.daum.net%2Fimage%2F1663091D4ACAB08C06BDBA,2.43436221643734,18,cheaei,3
2034591,4,손나래,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F214DEC4B579EB1040CC395,2.09594644849386,131,bjfedac,2
19459,8,최정원,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile89.uf.daum.net%2Fimage%2F1124C515499A40499E8C2A,2.03737448865749,185,jfejb,2
96590,4,차기주,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile169.uf.daum.net%2Fimage%2F116373104BF332CC486284,2.07642246188174,159,ajfgj,2
496867,12,하성철,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F1649F41E4CE394A658B2F1,1.97341018966158,368,hgigje,2
2062333,5,주현진,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fm1.daumcdn.net%2Fimg-contents%2Fmovie%2Fv2%2Fmobile%2Fm640%2Fimg_default_300x300_150722.png,2.11063592413537,117,dddcgac,2
18693,17,심혜진,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fimg.search.daum-img.net%2Ftvppthumb%2F2087.gif,1.95165489029379,394,djgib,2
61454,2,유재량,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile20.uf.daum.net%2Fimage%2F012B4B024884227A00F138,2.25511342506508,38,efebg,3
18793,10,정성환,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile189.uf.daum.net%2Fimage%2F1553D81149A359771ED984,2.05039047973224,179,djhib,2
37550,10,최재호,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile68.uf.daum.net%2Fimage%2F155CB1023E4F86F3484B1E,1.9540721457791,402,affhd,2
2056589,3,정유안,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile169.uf.daum.net%2Fimage%2F2257544557F6F3A9265FC0,2.24116772034213,77,jifgfac,2
68308,14,윤예희,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F224CF13555DD3A02128017,1.97526961695798,305,iadig,2
346057,3,이나은,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile66.uf.daum.net%2Fimage%2F145CB1023E90D8595DB82D,2.20918557084418,70,hfaged,2
1216199,7,곽희성,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile28.uf.daum.net%2Fimage%2F115096394F2A44591FC141,2.01896615842321,201,jjbgbcb,2
19370,2,배기성,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile67.uf.daum.net%2Fimage%2F224C8337AA8D43751348EA,2.36630717738936,78,ahdjb,2
69279,1,이인철,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F1649B943504D537D15D227,2.45648940126441,26,jhcjg,2
